Soil Moisture,Temperature,Humidity,Rain,Crop Type,Pump
18.65,35.4,64.17,0,Cotton,1
22.99,40.79,30.44,1,Wheat,0
30.91,38.21,20.25,0,Rice,1
23.66,42.54,38.4,0,Wheat,1
25.86,16.86,72.84,0,Rice,1
34.23,39.67,27.44,0,Cotton,1
24.74,43.08,88.17,0,Rice,1
86.23,24.44,36.13,0,Maize,0
16.82,36.13,35.34,0,Maize,1
54.58,25.37,33.61,1,Cotton,0
44.88,46.61,21.05,1,Sugarcane,0
93.5,16.1,77.89,1,Maize,1
19.52,34.13,85.63,0,Cotton,1
43.82,20.49,66.06,0,Wheat,0
92.4,38.5,34.11,1,Sugarcane,0
83.57,20.8,41.4,0,Maize,0
79.45,22.77,55.69,1,Cotton,0
31.92,31.31,91.58,0,Cotton,1
24.53,45.19,38.55,0,Wheat,1
66.83,21.99,74.87,1,Wheat,0
89.0,19.76,52.96,1,Sugarcane,0
57.32,40.05,42.34,1,Maize,0
58.59,31.52,54.19,1,Cotton,0
33.8,45.09,25.34,0,Sugarcane,1
75.41,19.84,79.9,0,Sugarcane,0
25.9,36.32,38.25,1,Wheat,0
37.51,22.69,74.41,0,Cotton,0
46.16,20.17,25.13,0,Rice,1
53.15,37.55,91.63,0,Wheat,0
30.6,34.59,34.48,0,Cotton,1
19.76,39.91,86.21,0,Sugarcane,1
61.9,25.21,80.71,0,Sugarcane,0
34.53,29.78,92.59,1,Maize,0
59.41,28.38,55.84,0,Rice,1
23.12,47.47,74.55,0,Wheat,1
50.9,24.64,47.8,0,Maize,0
55.27,24.73,33.83,0,Maize,0
14.41,26.7,53.23,0,Rice,1
38.61,33.63,32.43,0,Wheat,1
21.43,23.33,93.65,0,Wheat,1
15.39,45.2,27.22,0,Sugarcane,1
94.15,23.77,64.19,0,Wheat,0
37.4,44.56,66.98,0,Maize,1
78.84,18.41,60.36,0,Sugarcane,0
31.64,36.67,69.66,0,Wheat,1
67.93,44.93,28.71,0,Rice,0
74.62,20.57,61.63,0,Maize,0
60.63,46.95,41.54,1,Cotton,0
50.08,29.95,90.51,0,Rice,1
45.01,46.21,77.16,1,Rice,0
39.65,37.34,92.94,0,Wheat,1
89.01,24.95,22.82,1,Sugarcane,0
80.6,21.21,41.38,0,Sugarcane,0
92.03,25.02,34.66,1,Maize,0
20.57,18.07,20.84,0,Wheat,1
72.12,19.75,38.17,0,Sugarcane,0
89.76,18.45,70.91,0,Cotton,0
25.4,28.96,37.33,0,Wheat,1
15.65,41.25,58.18,1,Wheat,0
73.0,19.67,86.59,0,Sugarcane,0
58.83,19.3,72.03,1,Rice,0
81.56,36.23,49.6,0,Wheat,0
21.88,21.51,47.94,0,Rice,1
77.6,18.22,54.18,0,Maize,0
27.14,20.51,33.28,0,Maize,1
23.91,45.48,67.55,0,Sugarcane,1
23.96,42.11,47.31,1,Maize,0
79.24,26.68,83.93,1,Sugarcane,0
66.54,36.64,76.74,1,Sugarcane,0
54.46,32.73,65.79,0,Rice,1
40.5,37.35,47.32,0,Rice,1
84.56,37.53,35.74,0,Maize,0
43.36,35.75,78.21,0,Rice,1
79.41,23.78,56.48,1,Wheat,0
47.33,16.29,36.86,0,Cotton,0
42.04,30.03,34.64,0,Wheat,0
49.33,44.4,32.41,0,Wheat,0
35.62,33.79,78.29,0,Sugarcane,1
73.55,42.47,37.17,1,Cotton,0
52.73,47.72,59.5,0,Sugarcane,0
29.74,20.4,53.87,0,Rice,1
86.46,37.83,63.47,1,Rice,0
42.63,37.25,85.79,0,Cotton,0
56.2,47.34,85.08,0,Maize,0
87.05,47.52,53.83,0,Rice,0
63.06,37.66,21.15,0,Wheat,0
19.94,23.04,51.98,0,Cotton,1
89.89,41.35,65.46,1,Cotton,0
63.36,18.53,61.83,0,Rice,0
38.47,40.76,68.85,0,Rice,1
21.84,45.04,31.56,1,Sugarcane,1
77.49,27.63,68.49,1,Sugarcane,0
62.71,35.81,33.7,0,Wheat,1
55.34,29.19,76.29,0,Cotton,0
85.98,29.45,45.43,0,Maize,0
77.03,25.24,73.24,0,Maize,0
22.89,40.15,23.59,0,Cotton,1
36.5,45.89,50.59,0,Wheat,1
31.12,46.04,72.88,0,Sugarcane,1
73.24,20.77,37.02,0,Sugarcane,0
12.85,43.87,79.65,0,Sugarcane,1
58.44,39.34,67.31,0,Maize,0
74.81,23.34,64.07,0,Maize,0
84.53,17.22,46.52,0,Wheat,0
39.08,23.84,56.18,0,Maize,1
79.81,45.1,64.8,0,Rice,1
19.4,35.89,55.43,0,Maize,1
81.95,38.79,72.37,0,Sugarcane,0
20.84,23.49,52.53,0,Wheat,1
43.77,38.74,35.17,1,Cotton,1
77.77,15.93,36.05,1,Cotton,0
22.74,27.39,20.44,0,Wheat,1
29.49,35.68,42.57,1,Rice,0
71.39,19.82,76.17,0,Cotton,0
71.2,42.16,79.56,0,Sugarcane,0
64.5,22.76,35.19,1,Cotton,0
68.99,36.53,91.93,0,Cotton,0
56.13,28.37,57.68,0,Sugarcane,0
31.4,34.67,88.77,0,Maize,1
39.38,18.55,73.01,0,Rice,1
25.44,15.56,74.18,0,Sugarcane,1
87.22,45.02,26.38,0,Sugarcane,0
59.59,23.9,36.5,0,Wheat,0
44.07,42.05,20.66,0,Rice,1
49.27,47.98,73.71,0,Maize,0
90.52,21.98,45.83,1,Sugarcane,0
23.03,23.75,79.0,1,Maize,0
59.83,36.87,45.42,0,Sugarcane,0
53.0,46.86,81.45,0,Sugarcane,0
61.97,45.22,29.8,1,Wheat,0
11.54,31.59,33.0,0,Cotton,1
84.13,41.24,45.57,0,Rice,0
89.23,19.48,50.64,0,Wheat,0
58.04,47.26,46.15,1,Maize,0
69.22,46.82,77.27,0,Sugarcane,0
88.41,20.4,27.27,0,Sugarcane,0
70.12,24.88,46.34,0,Rice,0
22.97,18.31,82.79,0,Wheat,1
58.98,23.97,25.01,0,Wheat,0
61.57,41.93,90.68,0,Maize,0
46.05,27.48,93.97,0,Wheat,0
72.6,17.92,26.64,0,Wheat,0
89.42,26.29,41.85,0,Cotton,0
88.67,47.39,47.93,1,Rice,0
48.32,35.78,78.23,1,Wheat,0
19.63,28.73,64.69,0,Maize,1
93.71,20.5,68.33,0,Sugarcane,0
81.31,47.54,76.81,0,Wheat,0
20.6,42.09,28.85,0,Wheat,1
88.27,24.29,82.49,0,Sugarcane,0
83.94,17.31,72.92,0,Cotton,0
54.1,16.87,63.3,0,Rice,1
60.26,18.97,86.73,0,Cotton,0
43.92,34.17,72.52,1,Maize,0
14.65,45.65,35.13,0,Wheat,1
38.49,31.39,52.23,0,Cotton,0
78.24,42.82,57.05,0,Rice,0
10.39,29.71,24.14,1,Maize,0
38.35,38.38,91.6,1,Cotton,1
43.84,39.15,29.64,0,Wheat,0
55.68,20.74,72.31,0,Rice,1
88.19,26.92,57.97,0,Wheat,0
39.44,36.03,21.92,0,Wheat,1
39.49,17.33,89.36,0,Maize,1
72.69,26.93,83.89,0,Rice,0
48.44,32.65,59.32,0,Sugarcane,1
29.09,47.88,37.17,0,Wheat,1
48.46,30.66,29.12,0,Rice,1
21.97,41.93,47.25,0,Wheat,1
24.99,29.26,39.16,0,Cotton,1
52.36,41.28,58.0,1,Cotton,0
45.61,34.65,92.48,0,Rice,1
87.76,44.26,63.12,1,Maize,0
40.8,28.56,86.74,0,Sugarcane,1
59.35,34.94,68.82,1,Cotton,0
63.74,35.79,55.64,1,Maize,0
11.11,28.77,84.1,0,Sugarcane,1
66.4,19.76,55.35,1,Cotton,0
25.13,18.09,85.15,0,Sugarcane,1
91.69,15.55,41.87,0,Wheat,0
22.64,43.83,29.66,0,Rice,1
45.24,22.8,84.15,0,Cotton,0
17.25,21.98,64.06,0,Cotton,1
94.73,39.29,86.68,1,Wheat,0
52.69,25.56,90.34,0,Cotton,0
60.61,31.7,24.02,0,Cotton,0
15.7,20.36,57.57,0,Cotton,1
73.75,46.67,48.12,0,Cotton,0
27.84,43.1,66.94,0,Cotton,1
86.33,43.51,79.52,1,Maize,0
27.44,28.42,41.04,0,Cotton,1
26.21,40.16,61.76,0,Wheat,1
13.11,19.75,73.15,1,Cotton,0
50.13,15.28,30.08,0,Sugarcane,0
58.01,15.66,81.06,0,Sugarcane,0
15.59,34.36,65.46,0,Wheat,1
75.92,30.03,91.22,0,Maize,0
48.53,32.09,45.46,1,Wheat,1
54.57,15.25,28.11,0,Maize,0
47.46,28.95,57.99,0,Rice,0
44.06,38.7,26.44,0,Sugarcane,1
57.57,29.61,92.71,0,Sugarcane,0
23.2,39.16,22.9,1,Sugarcane,0
25.46,22.69,76.51,1,Maize,0
83.25,41.83,59.38,1,Wheat,0
90.42,34.42,47.65,0,Maize,0
41.73,21.96,24.94,0,Sugarcane,1
33.01,22.81,66.66,0,Sugarcane,1
64.74,35.73,63.89,0,Sugarcane,0
44.74,42.39,41.07,0,Sugarcane,1
12.16,28.72,88.27,0,Rice,1
23.27,23.52,42.81,1,Sugarcane,0
70.86,43.61,53.73,0,Maize,0
66.01,37.09,60.78,0,Sugarcane,0
12.3,29.79,27.52,0,Cotton,1
28.87,31.1,89.91,0,Rice,1
29.64,21.74,48.09,0,Sugarcane,1
67.11,35.68,26.06,0,Cotton,0
11.68,26.84,49.05,0,Maize,1
18.85,47.86,65.02,0,Rice,1
77.99,30.85,58.52,1,Sugarcane,0
25.18,31.03,72.09,0,Maize,1
65.48,33.67,24.16,0,Cotton,0
30.25,45.25,41.34,0,Rice,1
18.45,41.43,81.44,0,Sugarcane,1
30.67,29.89,25.99,1,Maize,0
71.39,38.72,84.16,0,Rice,0
82.73,34.35,26.89,0,Cotton,0
80.57,31.25,82.58,1,Sugarcane,0
43.76,21.35,47.06,0,Rice,0
66.79,30.31,65.92,0,Cotton,0
27.42,23.11,31.47,0,Cotton,1
34.92,45.19,24.96,0,Maize,1
86.19,26.07,36.2,1,Cotton,0
11.11,46.42,29.59,0,Cotton,0
17.27,32.59,43.43,0,Wheat,1
27.67,35.84,58.58,0,Cotton,1
12.26,32.92,64.16,0,Sugarcane,1
25.42,19.27,79.24,0,Rice,1
59.56,27.4,69.22,0,Sugarcane,0
45.82,18.27,65.66,0,Sugarcane,1
85.88,35.56,50.88,0,Maize,0
79.48,29.75,55.54,1,Wheat,0
39.05,40.67,51.09,0,Wheat,1
32.05,22.28,83.16,0,Sugarcane,1
42.27,20.43,37.25,0,Rice,1
60.18,28.41,20.43,1,Wheat,0
32.79,45.58,68.85,1,Wheat,1
63.05,38.44,35.18,1,Sugarcane,0
44.8,28.82,86.76,0,Wheat,0
56.92,32.07,84.43,1,Maize,0
47.07,17.78,25.75,0,Sugarcane,1
35.03,47.49,27.98,0,Wheat,1
90.62,36.99,57.14,0,Wheat,0
74.91,24.42,65.69,1,Wheat,0
21.91,34.33,40.62,1,Sugarcane,0
83.82,18.61,73.76,1,Rice,0
51.43,46.87,64.62,1,Cotton,1
86.04,20.77,44.36,0,Wheat,0
77.99,36.39,21.9,0,Cotton,0
46.14,23.1,76.26,0,Cotton,0
11.91,38.68,36.11,1,Wheat,0
32.84,40.64,82.59,0,Wheat,1
56.04,37.22,51.52,1,Cotton,0
63.85,35.28,63.28,0,Rice,0
31.92,44.45,85.47,0,Cotton,1
21.85,17.59,84.77,0,Rice,1
80.97,25.92,47.86,0,Maize,0
93.67,23.19,35.67,1,Rice,0
54.68,47.6,78.14,0,Sugarcane,0
24.59,27.85,52.48,0,Wheat,1
33.15,39.18,34.4,0,Maize,1
11.56,37.6,87.83,0,Cotton,1
87.72,22.0,34.86,0,Rice,0
20.01,22.89,21.94,0,Maize,0
59.0,24.28,21.52,1,Sugarcane,0
33.29,28.57,66.67,0,Rice,1
57.11,22.73,69.63,0,Cotton,0
65.37,15.65,43.33,0,Cotton,0
80.53,44.02,44.0,0,Rice,0
27.55,46.87,45.46,0,Sugarcane,1
10.93,26.27,71.01,0,Wheat,1
21.64,26.17,24.36,0,Wheat,1
86.5,15.23,89.68,0,Cotton,0
84.28,37.45,36.69,0,Sugarcane,0
60.78,42.24,94.98,1,Cotton,0
61.04,19.84,32.86,1,Wheat,0
66.53,20.27,77.87,0,Cotton,0
24.91,41.07,36.76,0,Rice,1
87.73,35.34,26.06,0,Rice,0
45.6,16.48,85.62,0,Sugarcane,1
42.57,35.54,84.41,1,Wheat,0
54.11,25.19,50.27,1,Sugarcane,0
13.99,27.17,72.68,0,Sugarcane,0
24.13,40.4,61.78,0,Wheat,1
72.73,41.76,83.97,0,Maize,0
17.04,28.21,43.63,0,Maize,1
61.27,46.26,59.28,1,Cotton,0
30.85,28.41,56.4,0,Maize,1
43.09,40.47,46.54,0,Rice,0
34.54,30.97,86.86,0,Sugarcane,1
40.23,44.62,32.44,0,Cotton,0
71.12,44.96,31.21,0,Sugarcane,0
35.26,17.88,63.27,0,Wheat,1
58.14,45.9,69.31,0,Maize,1
50.46,42.24,34.6,0,Wheat,0
66.41,41.11,49.3,1,Cotton,0
89.63,21.63,90.99,0,Rice,0
72.27,41.57,38.5,1,Maize,0
28.27,43.05,70.13,0,Wheat,1
12.65,24.54,75.51,0,Maize,1
32.29,46.42,53.61,1,Sugarcane,0
60.58,16.65,90.31,0,Rice,0
14.37,19.95,75.25,1,Maize,0
52.19,32.74,54.34,0,Rice,1
60.73,34.0,62.7,0,Sugarcane,0
38.41,36.29,71.95,0,Sugarcane,1
75.53,15.56,64.41,1,Wheat,0
19.06,46.69,85.9,1,Cotton,0
16.39,16.47,46.77,0,Wheat,1
71.9,19.72,42.49,0,Rice,0
52.12,15.46,36.04,0,Wheat,0
68.51,33.71,22.83,1,Maize,0
46.96,45.76,23.23,0,Wheat,0
30.94,36.98,85.25,0,Cotton,1
79.62,42.15,70.88,0,Cotton,0
77.95,15.44,69.54,0,Rice,0
69.05,32.89,66.1,0,Sugarcane,0
33.13,30.17,83.69,1,Cotton,1
60.17,31.47,56.02,0,Rice,0
40.68,17.38,85.28,1,Cotton,0
17.78,37.59,46.96,0,Cotton,1
87.97,31.61,89.5,0,Sugarcane,0
21.63,40.25,72.4,0,Maize,1
90.77,31.01,39.29,0,Rice,0
47.91,19.93,62.31,1,Cotton,0
25.74,36.39,59.98,0,Cotton,1
56.06,20.69,30.34,0,Wheat,0
84.2,43.79,64.34,0,Maize,0
72.24,35.23,43.61,0,Sugarcane,0
78.56,20.19,23.93,1,Rice,1
66.0,46.76,91.15,0,Cotton,0
68.84,32.11,68.11,0,Rice,0
82.18,17.41,85.77,0,Sugarcane,0
31.22,35.69,70.7,0,Maize,0
51.6,23.36,46.77,0,Wheat,0
28.8,41.52,58.45,0,Maize,1
93.95,41.99,70.68,0,Wheat,0
90.25,47.31,92.02,0,Rice,0
13.35,31.56,39.03,1,Maize,0
69.97,30.01,85.62,0,Maize,0
88.65,39.86,89.31,0,Maize,0
25.35,19.37,70.28,1,Sugarcane,0
58.28,33.05,89.84,1,Rice,0
87.82,33.03,49.84,1,Wheat,0
12.89,17.95,91.48,1,Maize,0
69.28,28.79,72.71,0,Rice,0
35.27,43.16,23.15,0,Sugarcane,1
88.57,43.25,88.02,0,Sugarcane,0
92.54,18.27,56.34,0,Rice,0
90.26,17.99,54.52,1,Wheat,0
50.31,23.67,62.48,0,Rice,1
83.27,43.87,31.2,0,Rice,0
81.79,19.25,55.19,0,Cotton,0
37.12,38.76,82.33,0,Sugarcane,1
80.46,18.34,21.16,1,Wheat,0
13.15,35.56,40.47,0,Cotton,1
60.68,26.75,20.18,0,Rice,0
29.55,41.03,51.18,1,Sugarcane,0
20.25,22.71,74.62,0,Cotton,1
16.54,36.09,79.91,1,Cotton,0
69.18,22.78,90.89,0,Wheat,0
38.89,38.55,65.64,0,Rice,1
71.61,43.83,39.1,1,Wheat,0
15.56,19.18,89.31,0,Cotton,1
36.8,43.6,78.15,0,Cotton,0
55.86,34.59,63.08,0,Wheat,0
77.21,19.19,72.17,1,Cotton,0
37.09,29.11,89.32,0,Maize,1
63.2,20.31,73.43,1,Sugarcane,0
85.31,38.11,47.63,0,Rice,0
62.35,40.04,73.48,0,Sugarcane,0
29.8,18.49,23.02,1,Rice,0
12.07,31.7,48.98,0,Cotton,1
83.96,41.88,50.47,0,Wheat,0
11.81,45.89,32.51,1,Wheat,0
84.35,31.95,21.73,1,Cotton,0
54.96,46.36,30.0,0,Rice,1
89.82,32.68,69.1,0,Cotton,0
77.9,28.01,80.17,1,Rice,0
94.82,42.99,94.12,1,Cotton,0
39.81,31.27,45.98,1,Cotton,0
75.21,30.57,64.95,0,Cotton,0
44.16,31.18,90.29,1,Wheat,0
50.79,42.94,32.53,0,Rice,1
63.34,42.45,73.82,0,Cotton,0
84.26,28.32,76.62,0,Sugarcane,0
93.65,26.0,26.67,0,Sugarcane,0
75.3,31.23,84.59,0,Wheat,0
45.51,33.9,80.98,0,Maize,1
45.82,22.87,22.51,0,Wheat,1
72.69,41.2,26.83,0,Maize,0
30.3,31.05,23.68,0,Wheat,1
19.39,26.02,45.11,0,Sugarcane,1
40.14,18.53,58.2,0,Cotton,0
34.42,22.88,59.93,0,Rice,1
35.19,46.33,40.08,0,Cotton,0
29.86,25.07,88.37,0,Sugarcane,1
13.58,20.57,47.62,1,Rice,0
11.52,30.2,23.42,1,Maize,0
93.96,25.13,42.52,1,Maize,0
46.36,16.16,59.83,0,Sugarcane,1
42.67,25.66,50.62,0,Rice,1
67.77,32.96,40.54,0,Cotton,0
28.55,33.21,29.85,1,Sugarcane,0
90.75,26.77,81.44,0,Maize,0
76.84,29.76,94.71,0,Sugarcane,0
17.6,46.86,44.72,0,Cotton,1
45.49,27.45,48.62,0,Wheat,0
84.73,23.52,66.35,1,Wheat,0
90.3,23.03,73.88,1,Cotton,0
49.73,30.11,49.4,1,Rice,0
62.14,40.06,87.87,0,Sugarcane,0
24.2,21.8,62.0,1,Cotton,1
94.25,38.41,53.78,0,Wheat,0
29.69,15.7,68.5,1,Maize,0
90.13,28.82,91.46,0,Cotton,0
65.22,40.6,79.59,0,Cotton,0
61.66,26.18,23.0,0,Cotton,0
53.58,33.6,44.92,0,Wheat,0
29.61,21.76,55.29,1,Wheat,0
25.0,39.49,43.59,1,Cotton,0
28.74,16.73,72.51,0,Cotton,1
25.85,43.13,81.97,0,Rice,1
76.26,21.54,74.85,0,Maize,0
39.76,43.86,94.2,1,Sugarcane,0
14.92,26.63,40.44,0,Sugarcane,1
92.37,38.85,85.62,0,Sugarcane,0
85.12,25.53,77.5,0,Wheat,0
88.86,44.9,47.16,0,Wheat,0
94.57,19.18,75.06,1,Rice,0
24.78,20.89,27.81,0,Wheat,1
43.68,31.27,79.2,0,Cotton,0
74.45,17.7,59.92,1,Maize,0
69.16,21.47,41.92,0,Maize,0
23.08,46.14,69.18,0,Maize,1
79.35,47.22,68.12,0,Maize,0
29.08,27.42,35.71,0,Sugarcane,0
29.02,45.47,22.28,0,Sugarcane,1
55.64,32.98,52.52,1,Cotton,0
60.4,23.9,62.71,1,Rice,0
59.31,38.18,85.75,1,Wheat,1
17.78,36.74,89.62,1,Wheat,0
84.58,47.64,59.66,0,Sugarcane,0
32.58,23.75,76.54,0,Maize,1
21.01,37.18,52.95,0,Cotton,1
85.54,16.72,75.96,1,Rice,0
91.23,18.75,35.36,0,Sugarcane,0
83.28,15.13,47.83,0,Cotton,1
78.81,47.98,67.57,0,Cotton,0
65.7,41.48,21.36,0,Sugarcane,0
56.82,40.96,74.18,0,Cotton,0
17.39,31.82,82.67,1,Maize,0
44.72,24.9,49.94,0,Cotton,0
41.68,19.99,53.6,1,Rice,0
32.08,24.39,83.85,0,Cotton,1
71.49,27.41,78.17,0,Wheat,0
52.15,39.96,41.61,1,Cotton,0
16.89,32.81,44.3,1,Sugarcane,0
28.72,17.56,70.92,0,Wheat,1
68.08,15.59,62.24,0,Sugarcane,0
16.47,18.38,32.17,0,Rice,1
82.35,28.55,43.24,0,Maize,0
52.09,45.8,87.5,0,Rice,0
50.85,36.03,71.61,1,Wheat,0
60.35,41.46,93.95,0,Maize,0
80.1,30.39,77.53,0,Cotton,0
39.56,26.93,90.65,0,Wheat,1
67.63,18.58,36.21,1,Maize,0
58.09,43.91,77.86,1,Sugarcane,0
32.7,40.84,21.52,0,Maize,1
84.68,20.55,70.31,0,Sugarcane,0
77.78,31.9,55.2,1,Sugarcane,0
65.97,31.08,46.01,0,Maize,0
82.3,35.63,84.68,0,Rice,0
83.72,46.22,84.07,1,Rice,0
70.21,34.13,21.67,1,Sugarcane,0
81.15,32.83,65.71,0,Wheat,0
69.29,16.66,47.59,0,Maize,0
67.81,17.08,51.17,0,Wheat,0
62.58,21.18,82.4,0,Rice,0
73.98,16.07,43.24,0,Wheat,0
23.48,39.53,90.73,0,Cotton,1
84.87,38.87,33.47,0,Cotton,0
84.11,19.49,69.7,0,Rice,0
12.49,42.59,70.41,0,Wheat,1
80.19,20.11,38.91,0,Maize,0
20.95,24.94,44.36,0,Rice,1
38.49,23.22,82.61,0,Cotton,0
73.2,27.29,77.14,0,Rice,0
23.66,23.4,44.68,0,Wheat,1
79.53,31.14,60.05,1,Wheat,0
80.73,28.44,24.63,0,Wheat,0
53.13,47.56,35.66,1,Sugarcane,0
10.54,16.85,56.44,0,Wheat,1
34.4,19.69,26.45,0,Cotton,1
62.44,16.74,83.25,0,Cotton,1
93.4,35.65,73.85,0,Sugarcane,0
63.7,16.8,90.77,1,Cotton,0
32.08,42.6,72.01,1,Cotton,0
63.89,31.89,90.53,1,Rice,0
55.9,32.39,61.59,0,Wheat,1
76.29,33.53,65.02,0,Rice,0
19.09,20.64,93.27,0,Rice,1
74.69,21.52,68.16,0,Cotton,0
56.01,25.52,22.31,0,Maize,0
91.85,34.59,74.29,1,Wheat,0
39.06,21.93,87.91,1,Maize,0
63.77,18.84,79.67,0,Cotton,0
89.22,47.01,63.79,0,Sugarcane,0
18.71,15.73,70.35,0,Rice,1
89.66,41.49,94.26,0,Cotton,1
68.47,41.01,26.8,0,Cotton,0
15.77,24.81,70.04,1,Maize,0
35.58,19.48,41.25,0,Sugarcane,1
70.19,19.81,68.01,0,Rice,0
15.72,38.02,65.57,0,Sugarcane,0
59.48,36.21,31.51,0,Sugarcane,0
39.4,40.83,35.51,1,Sugarcane,0
62.78,45.94,66.62,0,Wheat,0
13.89,37.83,29.62,1,Sugarcane,0
84.08,20.14,39.89,0,Cotton,0
92.75,23.03,82.64,0,Wheat,0
92.35,42.79,44.53,0,Wheat,0
73.72,21.91,56.6,0,Sugarcane,0
21.06,17.39,90.59,1,Cotton,0
74.45,38.21,37.04,1,Rice,0
12.09,28.28,49.22,1,Sugarcane,0
11.88,45.36,65.48,0,Wheat,1
37.51,36.46,76.65,1,Rice,0
51.53,17.98,87.62,1,Rice,0
75.48,46.28,88.66,0,Wheat,0
68.08,23.53,78.25,1,Rice,1
47.9,26.13,37.12,0,Cotton,0
33.26,28.27,21.86,0,Cotton,1
94.76,16.69,48.78,0,Sugarcane,0
46.23,31.39,30.62,1,Sugarcane,0
48.37,19.07,73.28,0,Rice,1
23.91,28.23,69.58,0,Wheat,1
77.56,26.57,23.3,0,Cotton,0
68.96,40.5,82.74,0,Maize,0
28.77,41.5,38.66,0,Sugarcane,1
17.0,20.06,52.42,0,Cotton,1
67.84,27.1,70.1,0,Rice,0
65.63,27.32,52.21,1,Cotton,0
33.23,20.0,53.1,1,Cotton,0
90.82,41.35,24.92,1,Rice,0
22.84,38.34,50.11,0,Sugarcane,1
46.75,21.28,77.36,0,Sugarcane,1
90.21,27.1,88.64,0,Maize,0
45.68,18.49,51.01,0,Maize,0
64.27,35.73,51.77,1,Sugarcane,0
43.8,19.01,72.7,0,Sugarcane,1
33.31,47.54,90.71,1,Sugarcane,0
93.64,40.76,40.03,0,Sugarcane,0
44.79,27.88,53.01,1,Cotton,0
86.0,34.09,79.7,0,Maize,0
29.55,45.07,65.73,0,Rice,1
28.11,33.29,28.29,0,Wheat,1
12.65,20.76,67.08,0,Rice,1
65.39,27.5,34.01,0,Wheat,0
41.32,42.82,58.27,0,Cotton,0
83.47,36.26,59.68,0,Maize,0
50.22,36.47,85.72,1,Wheat,0
92.3,43.61,54.69,0,Sugarcane,0
25.77,44.5,40.96,0,Cotton,1
83.83,45.35,37.32,0,Wheat,0
76.01,18.13,85.57,0,Sugarcane,1
75.53,32.96,32.83,0,Cotton,0
81.81,39.44,51.94,0,Wheat,0
74.69,39.98,34.04,0,Sugarcane,0
63.23,35.02,78.0,0,Maize,0
21.16,20.5,55.58,0,Cotton,1
12.76,41.31,46.34,0,Wheat,1
88.27,38.76,47.08,0,Sugarcane,0
62.42,17.84,83.92,0,Maize,1
77.71,30.31,61.53,0,Sugarcane,0
50.93,20.74,73.84,0,Maize,0
19.97,26.14,87.28,0,Wheat,1
20.64,15.6,87.63,0,Sugarcane,1
68.27,28.21,44.64,0,Sugarcane,0
46.58,33.15,91.43,1,Rice,0
27.04,35.45,21.87,0,Cotton,1
51.79,36.9,48.26,0,Sugarcane,0
15.46,42.6,87.18,0,Maize,1
59.47,22.11,40.6,0,Cotton,0
32.86,18.98,40.48,0,Wheat,1
77.79,43.1,42.7,1,Cotton,0
36.38,20.17,65.92,1,Rice,0
48.69,47.17,52.87,0,Wheat,0
10.99,42.8,74.51,0,Sugarcane,1
16.16,31.53,87.12,1,Wheat,0
43.36,47.39,70.56,1,Wheat,0
50.79,18.21,35.34,0,Rice,1
61.0,25.0,89.95,0,Maize,0
34.79,36.06,39.84,0,Wheat,1
69.07,26.55,31.24,0,Maize,0
83.11,45.64,26.75,0,Cotton,0
76.29,17.17,62.25,1,Rice,0
13.37,33.13,28.53,0,Sugarcane,1
50.84,34.5,30.41,1,Wheat,0
18.92,36.54,42.5,0,Maize,1
30.57,23.44,41.12,0,Wheat,0
93.87,27.03,65.32,0,Rice,0
22.11,42.84,81.26,0,Sugarcane,1
52.41,21.43,77.1,0,Cotton,0
62.54,42.29,39.69,0,Cotton,0
69.71,33.57,38.4,1,Maize,0
57.57,40.15,92.43,1,Cotton,0
10.83,38.55,20.62,0,Maize,1
37.75,21.85,85.98,0,Sugarcane,1
54.01,33.77,34.98,0,Wheat,0
17.47,43.63,91.05,1,Rice,0
39.8,29.26,45.67,0,Sugarcane,1
12.82,46.9,53.03,0,Sugarcane,1
16.68,29.92,73.03,0,Cotton,1
43.74,19.71,64.08,0,Cotton,0
21.28,27.85,43.85,0,Rice,1
58.24,46.41,61.54,1,Wheat,0
68.6,25.55,74.8,1,Sugarcane,0
78.05,43.65,23.18,0,Cotton,0
27.01,44.08,20.84,0,Sugarcane,1
24.24,26.56,54.36,0,Wheat,1
18.89,17.75,29.89,1,Maize,0
64.1,38.91,69.83,0,Wheat,0
70.05,25.28,36.05,0,Sugarcane,0
12.68,40.84,52.46,0,Sugarcane,1
89.58,29.61,34.83,0,Rice,0
14.42,31.01,61.14,0,Sugarcane,1
56.01,40.67,28.7,0,Cotton,0
70.27,27.62,21.73,0,Rice,0
84.03,29.62,23.83,0,Sugarcane,0
70.7,27.41,91.57,0,Wheat,0
78.15,27.12,30.67,0,Sugarcane,0
38.85,32.36,73.14,0,Wheat,1
79.26,41.69,25.09,0,Wheat,0
16.81,26.94,28.11,0,Sugarcane,1
86.06,32.3,58.17,1,Wheat,0
56.55,37.13,54.87,0,Maize,0
79.47,23.89,91.37,0,Rice,0
48.45,24.16,90.86,0,Sugarcane,1
64.7,45.8,78.47,0,Maize,0
54.74,38.88,65.16,0,Wheat,0
72.19,34.05,54.12,0,Wheat,0
16.94,36.37,46.71,0,Rice,1
15.13,15.97,91.03,0,Maize,1
31.0,35.4,65.22,1,Maize,0
23.56,31.81,63.43,1,Sugarcane,0
84.1,33.01,37.39,1,Wheat,0
28.63,26.86,23.5,1,Cotton,0
92.95,17.69,90.89,1,Sugarcane,0
